"zone";"area_building_commercial_industrial";"area_building_commercial_innercity";"area_building_highrise";"area_building_lightweight";"area_building_multifamily";"area_building_singlefamily";"area_building_skyscraper";"area_other_airport";"area_other_parking";"area_other_remaining_impervious";"area_rail_bridge";"area_rail_exclude";"area_rail_other";"area_rail_railway";"area_rail_subway_elevated";"area_rail_subway_surface";"area_rail_subway";"area_rail_tram";"area_rail_tunnel";"area_street_bridge_motorway";"area_street_bridge_other";"area_street_exclude";"area_street_local";"area_street_motorway_elevated";"area_street_motorway";"area_street_other_elevated";"area_street_primary";"area_street_secondary";"area_street_tertiary";"area_street_track";"area_street_tunnel"
150;477356;755;0;307115;7111;2080306;0;62429;12471;826692;3087;0;0;363291;0;0;0;0;0;0;21096;0;16774551;0;0;21096;76424;940018;1758441;196039;0
151;280173;412;0;239445;3764;1461196;0;74895;35590;502534;0;86348;0;0;0;0;0;0;0;0;15250;218398;12318600;0;0;15250;0;0;2766194;389963;0
152;1589084;15811;0;572232;142190;3982061;0;249769;22039;9217140;7438;466874;0;1158842;0;0;0;0;0;46744;51648;2288;27591882;46991;789602;51648;2598938;587099;2351939;201639;0
153;359898;7691;0;255350;23219;1856897;0;260816;23123;4192419;404;120858;0;0;0;0;0;0;0;0;16536;4929;17719041;0;0;16536;184785;540496;2528985;595726;86
154;6089885;76652;6838;2850784;277806;16710134;0;397354;726924;15518378;9930;318121;386;791002;0;0;0;0;6161;191322;111624;165504;41542588;191366;3207103;111624;561276;1864588;3862811;157409;25218
155;2266567;21641;0;918551;65951;6988901;0;280908;231113;9725943;25128;346149;0;1243157;0;0;0;0;0;47962;48836;5210;30553238;47962;3810382;48836;852786;358395;4917413;743756;0
156;325294;13751;0;119450;16323;798786;0;104874;9190;640458;17947;298954;0;771098;0;0;0;0;0;0;27535;0;12933173;0;0;27535;0;942850;1671002;320605;0
157;560539;2674;576;551671;38014;2872839;0;98647;61456;1207914;1851;320605;0;363973;0;0;0;0;0;0;39208;42585;18648624;0;0;39208;0;770015;2914732;1363028;0
158;35646965;1330132;180310;8005622;2086915;65765595;28594;2915624;12553612;108046784;540480;260574;290482;5111828;451953;991931;265838;0;21713;2002149;506725;862151;82805550;2016935;12737794;506725;1276288;4194617;9617579;4109844;126216
159;43919;0;0;19080;1663;165488;0;70721;145391;48459;0;0;0;0;0;0;0;0;0;0;12956;1165514;2253390;0;0;12956;0;542743;910926;3174575;0
160;814224;16203;0;463674;51791;3741068;0;282462;77629;1728135;1158;18319;0;379106;0;0;0;0;0;0;22965;187820;16408247;0;0;22965;0;2050057;754315;1414043;329
161;4259320;106782;490;2160267;99019;17147450;0;1069529;1313795;16304914;46499;370822;12768;2192109;0;0;0;0;81606;85979;159004;372288;53267421;86539;1679182;159004;1373488;2049687;1981303;2734838;4086
162;601925;7787;0;687895;64470;5577981;0;165314;76910;1142752;0;27050;0;0;0;0;0;0;0;0;39438;161341;29028262;0;0;39438;49806;1271508;1749186;5843857;0
163;1184280;10265;0;267990;7582;1884628;0;131049;37079;2926953;2516;186189;0;681987;0;0;0;0;0;59043;37168;115720;22087486;59043;3106893;37168;0;747382;1752089;2311473;0
164;15419802;560804;38878;7626202;1012740;63956887;0;750309;7934140;69826939;260935;580330;87783;5187017;176518;610194;70714;0;31490;946406;379399;1499183;78728314;953279;9067729;379399;1629014;1123998;7416354;6130946;70248
165;576781;11806;0;281842;24371;2229738;0;265024;186548;3228240;0;0;0;0;0;0;0;0;0;3495;61469;277243;13588020;3495;370698;61469;2082766;200933;300417;6371770;11146
166;2004162;54238;1137;1891314;337364;16263759;0;655441;852812;5372944;1439;112483;161067;0;0;0;0;0;0;55620;66644;2227234;54438603;55798;2274766;66644;453154;2088328;3613823;9709829;1762
167;26679023;68809;10740;9325793;156652;61551380;0;1824384;2068787;90334821;198346;2293886;2546;5198861;0;0;0;0;13760;544331;276203;2144178;157343984;550561;12872206;276203;4292053;7358250;14253621;19180507;17191
168;1611207;6303;0;372458;6035;2641548;0;294919;157804;4374601;1520;13672;8459;848443;0;0;0;0;0;51546;63598;1342;22305871;51546;2620242;63598;0;208445;2437343;6437835;0
169;2516347;166079;799;1379172;115797;11058853;0;740384;1164498;9545276;11121;156103;538588;254651;0;0;0;0;7853;186428;241836;860446;74469879;187059;4016936;241836;3098032;1541831;3795616;13262140;2710
170;12218664;2222;1964;1478960;6191;6693880;0;1156694;1203266;17144400;39305;293998;309135;4599500;0;0;0;0;0;122549;223182;87500;49181516;122796;8365427;223182;6426026;3249770;3969215;7214409;413
171;819984;863;0;371449;4187;1233997;0;860976;406822;3111765;689;1270595;20920;16044;0;0;0;241;0;0;24807;1070024;23391946;0;0;24807;6385247;1093547;5877303;18557143;0
172;27786642;45650;895;10493250;41422;46205106;0;10788501;3858597;91425094;51342;1184182;15802;9725940;0;0;0;0;21562;386995;401293;1411028;195433084;389779;23764389;401293;10938094;10175100;15349114;38044211;10899
173;5802635;8339;0;1671564;6887;7886528;0;1580218;271312;20168689;270776;1304073;1259;1495427;0;0;0;0;0;38874;76328;47678;43661142;39018;3693972;76328;1103997;1850316;2200144;6399738;793
174;988276;14791;0;929733;113249;6256182;0;170995;218858;1806468;0;0;0;0;0;0;0;0;0;11449;41255;321699;28675274;11449;637608;41255;550075;1995753;1767877;10895577;512
175;1065455;2008;0;336091;7732;2203002;0;203869;157958;2581015;15079;967898;30233;3216250;0;0;0;0;6672;0;27564;306686;47512496;0;0;27564;348225;4400700;1766015;22143647;874
176;213266233;4617810;1321216;48957646;9815986;376768596;311015;8952852;39913218;526849738;650317;2014007;555400;20075508;0;96200;485228;31808;480152;6252144;1831039;6250216;406221845;6325700;52963935;1831039;4668179;39912001;39566184;20031797;372315
177;3919819;9111;0;1541298;27132;11182978;0;246056;369553;7589379;29416;403293;20150;1322998;0;0;0;0;0;52514;103755;965357;52314688;52615;2865876;103755;831427;1576754;4164575;5690773;54
178;3701021;127128;714;1939183;612576;16002210;0;237358;1684715;13204835;8585;97214;3570;378931;0;0;0;0;10490;373146;111187;1347270;25158932;374467;2647686;111187;117101;1529864;2091396;2835119;31250
179;231743;2739;0;271396;21302;2149603;0;125692;366578;212525;0;0;43;0;0;0;0;0;0;0;37669;1171201;25573938;0;0;37669;0;3221676;1181700;2788093;25496
180;1894003;8773;0;982335;82896;7693270;0;519590;656606;4783226;21634;1429;548286;1244116;0;0;0;0;16480;67986;227810;232880;85666713;68025;1560048;227810;2822880;3826349;4638196;10313698;1139
181;8062345;26032;269;2663531;34908;17772766;0;1320570;987941;17043930;22500;105644;6068;2223036;0;0;0;0;0;180341;184957;133614;51285801;180957;6401577;184957;2511200;3288571;3519218;6191023;2193
182;490167;1157;0;143695;1186;1133017;0;409533;25210;439452;16260;244509;41828;3435393;0;0;0;0;0;0;14584;22131;54730540;0;8806;14584;0;2900366;965556;15528351;126
183;523559;1019;0;164253;3268;1338434;0;315667;249443;3531262;0;257922;12977;0;0;0;0;0;0;0;18953;1261324;9553900;0;0;18953;3481656;1692910;2642973;15210080;1468
184;10731766;137740;14783;2856378;304034;22078943;0;1618603;4381326;24319373;21894;224209;104273;2574366;0;0;0;0;4931;299424;231815;1825672;61331005;300283;8341399;231815;2714522;3209403;7319600;25636568;14120
185;3112161;79152;0;1500695;238561;10302632;0;501582;659103;11126991;13759;24597;7697;865826;0;0;0;0;0;2357;97285;611412;21298921;2357;573451;97285;1176968;829592;1574267;1819167;876
186;1054911;30077;1;1102919;178798;9645421;0;557974;639618;3180027;6464;10211;2801;849549;0;0;0;0;7067;123153;58283;1477286;36431055;123756;3399924;58283;275049;1005951;919746;6058719;3036
187;71372724;1095128;241295;19242876;8252763;142553715;11125;1363870;16089781;194662205;70699;658845;161905;3753662;0;0;0;8964;4355;1856701;821685;1790441;151248569;1873063;21167539;821685;2089411;18878660;11326449;3494608;61700
188;6776210;159969;2921;3816488;358048;32257316;0;524722;2343307;28452022;33186;61071;1235;4173425;0;0;0;0;138854;209810;236890;2791160;60653613;210259;6409093;236890;691928;1765575;4526073;8771456;14628
189;508227;4464;0;283700;15035;2384218;0;373778;74580;1902351;43922;15180;97414;2979346;0;0;0;0;107781;0;84281;677475;55726221;0;0;84281;0;2966028;1259454;9608443;7824
190;80477137;333692;24830;24815578;1389555;122594987;27879;4328093;11479781;158458484;75260;372260;413985;5565349;0;0;0;0;18680;1030508;636419;3400154;205285892;1034307;28332829;636419;7630911;10395417;20230631;18341527;12322
191;26647605;1116271;103955;12273816;834835;96510277;43666;4399326;9853354;97897450;96741;564878;136559;4138005;0;0;0;18775;2773;968009;471645;560983;107134384;979550;11280605;471645;97957;4954176;10378589;847794;14627
192;1650224;3247;0;501822;7839;3958671;0;434842;837871;4353004;867;18256;0;273318;0;0;0;0;0;15453;27231;208615;16074742;15453;512014;27231;284815;1517093;1158845;10767760;1020
193;96731701;196996;39707;15258024;817642;87206607;0;10107387;12452755;130323095;356933;1746889;76932;23726766;0;0;0;0;18301;1656612;582369;3457461;188240326;1663234;44358103;582369;4774557;15631007;20721081;84735087;15104
194;63028462;1812654;322254;22814323;3288696;157851266;114711;6845266;19846662;229579377;329970;673813;22775;5193458;0;0;0;0;67564;2674629;938845;5239555;230488714;2698659;35410454;938845;4721782;14107916;23308608;15443241;82182
195;20028312;2824353;1035532;571169;2974925;5045471;250197;0;1828434;22349999;28841;124658;39972;905163;17860;28238;243579;191752;191016;966135;102320;203374;16726105;978076;1015585;102320;335844;1697776;1963703;27332;85458
196;23462838;164191;19047;5732182;177871;44549941;0;1299002;2448384;78597465;89073;508534;24246;7554790;0;0;0;0;0;761581;245023;290891;73738259;766971;12082990;245023;267336;2924501;6795178;2406104;5542
197;7097831;119768;7390;3091234;103907;21330648;0;1103472;4285060;11960033;22771;296852;29189;1612620;0;0;0;0;26253;199253;234244;2839261;70253329;199930;5268100;234244;3442677;3131459;4479630;30583947;2339
198;14746059;1016195;94141;4071111;1352065;34768122;1937;2748028;6114270;35323466;92404;98872;101494;991420;56428;132665;164812;0;189;892059;315825;1261909;41724499;900061;6829108;315825;730136;2976615;4333347;3322345;60855
199;8595750;139980;0;3460346;348152;25319317;0;1869626;2130008;18069405;37036;371310;37939;3072754;0;0;0;0;190;133063;187809;1110382;58927970;133379;4473684;187809;4039568;3181780;2754585;10814133;10453
200;35159160;2845351;180987;12252990;2652092;93562281;11101;2902942;20113376;94073180;125827;213529;89650;3547023;21019;160114;11664;0;10092;1107351;728389;1758154;119490487;1118656;14293647;728389;6206352;8740371;9575917;7904620;35071
201;4405531;128382;5886;2096744;392445;15136208;0;286121;2293752;9866265;26323;132750;53387;883930;0;0;0;0;16931;88814;144224;1501717;30012312;89164;2032982;144224;338171;1469680;2945907;5004142;809
202;3888114;70480;2587;2058677;80733;16164011;0;748278;2234751;13837086;66055;304620;5103;1704633;0;0;0;0;75336;274412;182096;1477030;69490522;275220;6248160;182096;945066;4190118;4456723;17028781;5993
203;36540;1240;0;47935;14316;415009;0;13082;18313;236320;171;3961;0;156718;0;0;0;0;0;2798;7465;411832;12929835;2798;300818;7465;43970;568207;1309656;8123731;0
204;1630401;48603;0;509751;13680;4299702;0;529848;150959;5969018;21015;480218;105467;3664627;0;0;0;0;11749;176565;101853;1731911;98101994;176675;6018785;101853;0;2686526;3827720;32035498;3383
205;9029766;90852;2158;3126724;127916;24958236;0;1391731;3345418;45294299;64873;362858;53160;2455700;0;0;0;0;1566;439100;191004;299788;52950819;442057;7474702;191004;1877214;278183;3932382;3505840;4116
206;8924763;307719;1263;4725265;709194;36068746;0;1125315;3329568;29702922;18522;519100;17179;1524794;0;0;0;0;7944;257272;180522;1183857;74189658;258563;5159197;180522;329026;3890252;5868765;3041626;2590
207;15568694;86846;4297;5290437;123503;36946217;0;840398;1643500;44010988;23643;45729;9237;3443974;0;0;0;2535;0;138810;160430;146478;54877052;138996;4892465;160430;471238;4018506;4268780;1145046;172
208;2426945;19944;2563;913082;22286;7091529;0;281984;156814;7942716;21166;77706;0;542789;0;0;0;0;0;22230;141304;23554;20260738;22230;778773;141304;1858476;363087;1075788;3574830;70
209;1830465;7404;0;821663;7755;6032974;0;336021;233360;6039581;32389;29316;0;1181784;0;0;0;0;0;145295;126317;297587;41967830;145295;3664357;126317;0;2895497;1586952;15611556;2131
210;219335;596;0;180416;9399;1509326;0;220803;42613;2078778;1240;1057;83392;0;0;0;0;0;5935;0;48291;772907;46012427;0;0;48291;0;3799657;250656;5733584;82
211;14433102;10213;0;5395613;8612;27652869;0;723698;499157;37445922;37202;1708354;4386;3430792;0;0;0;0;0;103462;197442;2333729;87390721;104113;6271418;197442;3482337;1832537;12003285;9741059;519
212;857918;15395;0;670668;51873;5707569;0;145661;415005;1683162;1936;74446;0;574046;0;0;0;0;0;0;68249;2100959;30100863;0;0;68249;1084201;2023967;1768859;8847949;1052
213;17994237;222049;7311;7362723;550764;48704826;0;1952797;4552876;43177945;31606;117958;11954;2335858;0;0;0;0;15240;442715;241395;1898459;71929174;448600;8400028;241395;1209991;3424602;7083692;7532749;6634
214;6732133;108995;305;1665873;133556;12502155;2517;245269;2518959;20235177;91978;186199;4331;1852196;0;0;0;0;0;602153;146760;73038;29404145;603779;6847879;146760;20294;185388;4064579;5092191;4277
215;1477071;7729;390;645444;16135;5178071;0;1045752;471850;4720120;46075;7952;50499;994172;0;0;0;0;0;62489;78467;107967;23058409;62489;1554039;78467;88228;686834;2145444;2183726;0
216;11470036;174338;30158;2976306;236274;22620937;0;1141188;6993477;39396618;119337;42286;20450;3615928;0;0;0;0;4616;507853;253567;773628;60378569;510659;8597063;253567;758769;3440072;3562107;1800590;12220
217;1034932;1500;0;131972;1503;809655;0;318751;598446;2272650;2469;127271;2361;693764;0;0;0;0;0;0;6960;62510;9932128;0;0;6960;1074368;725951;668850;1987745;0
218;10128781;325045;26419;3955400;1502487;33704630;1069;1445899;9401340;27265863;65327;3343;8813;1302923;0;0;0;0;341;227404;206363;599155;55999207;228243;5582785;206363;1070519;4521697;3797878;912913;12844
219;391174;38;0;143741;3388;1255845;0;143431;125501;353982;1502;177060;13316;6192;0;0;0;0;0;0;16866;235427;14518737;0;0;16866;2202235;426197;679665;2355715;51
220;234082;0;0;155665;1551;464960;0;103356;39153;269091;17468;86384;0;1926686;0;0;0;0;0;0;26953;8250;28536566;0;0;26953;0;2215578;663523;3962956;0
221;316107;1074;0;146960;808;351850;0;41414;34419;148515;14381;264309;0;1378308;0;0;0;0;0;0;42272;8622;13224916;0;0;42272;1302721;582;750186;790492;0
222;5712089;154399;2783;2311293;413458;19044861;0;442623;3822366;13140360;13555;55894;59425;1232658;0;0;0;0;47572;31452;169848;2787093;41345004;31452;854158;169848;1094613;2329611;3778946;2826043;12872
223;1330222;72922;9021;457717;105691;3948657;0;38930;2135479;3693548;864;3931;104;125012;0;0;0;0;0;47411;40751;399573;7007789;47704;1382308;40751;89054;496349;757144;29115;5394
224;1241171;382;0;176482;2911;1025472;0;325300;207920;1588367;1727;744773;331968;0;0;0;0;0;2256;0;14373;1293586;10551181;0;0;14373;2504773;292066;0;3529663;2424
225;166586;1425;0;55338;3315;257151;0;67901;95588;213936;7935;0;0;1368413;0;0;0;0;0;0;19351;13894;16841605;0;0;19351;0;2294201;320993;2637122;67
226;201278;65;0;57325;3275;472478;0;0;162433;715217;3183;121828;508;67152;0;0;0;0;12070;68581;22516;410844;7438989;68615;2512559;22516;69718;500515;490407;2013766;119255
227;341038;116;0;97054;217;636391;0;147;72698;449488;6028;30000;359767;495590;0;0;0;0;0;0;22338;175151;10741718;0;0;22338;785266;725644;810620;4528183;0
228;239556;0;0;71895;0;206983;0;169828;5917;173082;1549;253757;0;649783;0;0;0;0;0;0;7173;2017;20115654;0;0;7173;945146;643806;394153;9463440;0
229;192290;0;0;56500;105;208742;0;0;24219;92771;3288;0;0;642456;0;0;0;0;0;0;11912;2883;8943426;0;0;11912;0;555493;624518;334115;0
230;153609;0;0;86064;1;403257;0;123894;53728;74744;0;0;0;0;0;0;0;0;0;0;12090;173377;9101394;0;0;12090;0;1498956;0;1944214;0
231;1343646;4827;0;493298;2507;2591188;0;374620;181748;2339867;10942;161;0;1428292;0;0;0;0;357;0;29779;279373;16665321;0;0;29779;1402338;812306;837591;2133587;0
232;13987732;1426188;348525;3130071;1430203;27498336;126777;4734730;8727465;33438488;126566;35410;27941;3707977;0;0;0;27633;40727;623338;362466;308062;47864538;629137;4615195;362466;299561;3089118;3126465;342128;39492
233;120579;0;0;56228;53;195920;0;37897;8975;9549;0;112575;0;0;0;0;0;0;0;0;3114;139903;10027106;0;0;3114;0;836661;983410;2979704;0
234;4224682;144946;12496;2354849;810899;20394596;0;222860;4890201;15859496;48628;26658;0;1661779;0;0;0;0;524;140457;181111;1222130;51437803;141887;4513426;181111;1026246;1803939;4157762;1799491;10978
235;1011057;40986;5310;474763;268043;3974929;0;352140;518135;3987781;25567;174616;156238;1925268;0;0;0;0;15593;201499;57139;929062;25558458;201641;4941162;57139;758255;822389;404935;6273761;9790
236;523365;34;0;386808;5131;2341348;0;383171;149352;169275;5390;277506;0;586206;0;0;0;0;0;21670;25301;50062;32073430;21670;2386749;25301;0;1591420;346520;1750782;2433
237;13403930;467195;39658;4650293;590920;36007731;0;3408288;10744130;32313745;34118;943093;17613;2038268;0;0;0;0;5313;174313;437422;1598113;103011105;174341;4474564;437422;4504647;5853777;4948687;5075769;17966
238;1643842;8543;2584;583328;7544;2632293;0;185551;436788;2964067;7807;137439;284320;981787;0;0;0;0;0;0;60005;376083;20307597;0;285;60005;2670364;1045783;567761;4377654;1933
239;1263696;17205;3878;551323;39191;3941688;0;226559;276038;3359122;13966;550500;8362;1657305;0;0;0;0;5661;232367;51796;423306;32654101;233112;5266634;51796;790683;972686;1055008;8148000;82020
240;116407;30809;6907;37191;3414;330964;0;0;144013;167057;2412;91628;0;381007;0;0;0;0;56435;0;20253;285348;4812227;0;0;20253;176718;162026;432787;1524336;311
241;800541;156;0;233062;10031;1773518;0;149060;383519;2133765;7827;262589;3122;1455320;0;0;0;0;125579;0;41680;1122847;20754315;0;0;41680;0;2530358;643862;7123184;908
242;532944;5881;0;188173;1724;1474622;0;371657;285397;1425121;691;966980;0;109395;0;0;0;0;979;0;77228;3995196;18213046;0;0;77228;2252520;1224739;1056786;16182925;486
243;54564;0;0;20812;0;170639;0;27948;21253;29071;0;57310;0;0;0;0;0;0;0;0;11817;1021023;3815892;0;0;11817;0;741241;0;1703886;0
244;275629;187;0;152885;541;625642;0;199300;75721;350307;11657;398393;0;1562757;0;0;0;0;4178;64984;20798;202080;17643814;64984;2670069;20798;942726;1242578;358942;5029904;1598
245;137033;0;0;35841;0;193779;0;13683;35894;269721;759;285190;0;0;0;0;0;0;0;0;16980;432147;10917831;0;0;16980;0;403323;1837379;7766630;0
246;8325896;390960;50450;4009602;668337;35171262;0;796591;10470454;21370121;27373;169829;22193;1395304;0;0;0;0;12137;283800;187428;2536883;65637724;285894;5788939;187428;1180678;3793626;3988135;1844729;29901
247;151625;0;0;52641;1671;177331;0;7169;9295;82774;9320;4570;0;1768275;0;0;0;0;0;0;9824;2910;18456851;0;0;9824;0;1026710;1525878;802267;0
248;553721;1123;63;176775;12873;877193;0;255828;33485;781617;7142;0;1857;1260501;0;0;0;0;0;41397;27650;1520;33846722;41397;5334715;27650;0;742314;1523169;563047;0
249;366446;0;0;62342;617;330669;0;101267;85241;523556;1517;439148;191658;272661;0;0;0;0;8853;0;9038;575941;4328533;0;0;9038;1192929;0;456997;1292916;0
250;1326886;19458;3036;560245;78826;4075932;0;373519;327944;1141875;2597;559151;369731;0;0;0;0;0;0;0;51916;1986926;25389250;0;0;51916;2828836;1542257;3178091;2403255;527
251;6045489;135324;2626;2625837;237956;21679707;0;704197;4001761;17918648;19471;137166;6027;2173315;0;0;0;18118;845;50647;206511;3745309;72273914;50647;3571177;206511;906049;3121211;3133925;12332178;6266
252;671184;181;79;202745;2021;1168709;0;210555;136013;523633;36221;621994;11121;2945684;0;0;0;0;0;112880;80261;36458;49672361;113690;3276837;80261;0;3448216;1301609;7998916;1103
253;326974;11;0;82706;1712;426590;0;166936;58709;361408;9959;10606;0;1488933;0;0;0;0;0;26479;40805;7649;26303922;26479;2758475;40805;0;3213690;0;1216843;0
254;904552;8003;0;282284;6203;1679496;0;153138;185438;1991272;15228;141225;0;2439718;0;0;0;0;2824;48510;72548;3186;34389978;48510;4250235;72548;0;1456517;1712829;7395264;1750
255;4627602;36112;10734;1599246;77965;10410589;0;748207;1821317;16898673;16165;185203;1482;2732121;0;0;0;0;14724;143682;152335;2475171;36405931;143986;5518610;152335;2431747;1873917;2363156;13107418;17227
256;94971;0;0;13445;67;95300;0;81493;11404;89895;3558;3298;0;323136;0;0;0;0;0;0;10824;227548;4006711;0;0;10824;772774;715763;0;1545047;6301
257;503794;27938;0;247025;836;854706;0;85083;137919;1478247;5050;0;0;1111180;0;0;0;0;2383;0;24199;22618;34344191;0;0;24199;0;3200528;1130866;22501253;902
258;1151696;2940;0;507026;2369;2007259;0;189690;217392;517125;0;400547;0;0;0;0;0;0;0;0;29825;867331;17456106;0;102255;29825;1610573;2322541;2780373;6660646;4940
